PhraseId,Sentiment
156362,2
156363,2
156364,2
156365,2
156366,2
156367,2
156368,2
156369,2
156370,2
156371,2
156372,2
156373,1
156374,2
156375,3
156376,2
156377,2
156378,3
156379,2
156380,2
156381,2
156382,3
156383,3
156384,2
156385,2
156386,2
156387,2
156388,2
156389,2
156390,2
156391,2
156392,2
156393,2
156394,2
156395,2
156396,2
156397,2
156398,2
156399,2
156400,1
156401,2
156402,2
156403,2
156404,2
156405,2
156406,2
156407,2
156408,2
156409,2
156410,2
156411,2
156412,2
156413,0
156414,2
156415,2
156416,2
156417,3
156418,3
156419,2
156420,2
156421,2
156422,2
156423,2
156424,2
156425,2
156426,3
156427,2
156428,2
156429,2
156430,2
156431,2
156432,2
156433,2
156434,2
156435,2
156436,2
156437,2
156438,2
156439,2
156440,2
156441,2
156442,2
156443,2
156444,2
156445,2
156446,2
156447,2
156448,2
156449,2
156450,3
156451,1
156452,1
156453,2
156454,1
156455,1
156456,1
156457,2
156458,2
156459,2
156460,2
156461,2
156462,2
156463,2
156464,2
156465,2
156466,1
156467,1
156468,1
156469,0
156470,0
156471,2
156472,2
156473,2
156474,2
156475,2
156476,2
156477,1
156478,1
156479,2
156480,2
156481,2
156482,1
156483,2
156484,2
156485,2
156486,2
156487,1
156488,2
156489,2
156490,2
156491,2
156492,2
156493,2
156494,2
156495,2
156496,2
156497,2
156498,2
156499,2
156500,2
156501,2
156502,2
156503,2
156504,2
156505,1
156506,1
156507,2
156508,2
156509,2
156510,2
156511,2
156512,2
156513,2
156514,2
156515,2
156516,2
156517,2
156518,2
156519,2
156520,2
156521,2
156522,2
156523,2
156524,2
156525,2
156526,2
156527,2
156528,2
156529,2
156530,2
156531,2
156532,2
156533,2
156534,2
156535,2
156536,2
156537,2
156538,2
156539,2
156540,2
156541,2
156542,0
156543,2
156544,3
156545,3
156546,2
156547,2
156548,3
156549,2
156550,3
156551,3
156552,2
156553,2
156554,2
156555,2
156556,2
156557,2
156558,2
156559,2
156560,2
156561,2
156562,2
156563,2
156564,2
156565,2
156566,2
156567,0
156568,0
156569,0
156570,2
156571,0
156572,2
156573,0
156574,2
156575,4
156576,4
156577,2
156578,4
156579,4
156580,2
156581,2
156582,2
156583,0
156584,0
156585,2
156586,0
156587,2
156588,0
156589,0
156590,3
156591,3
156592,2
156593,3
156594,3
156595,2
156596,4
156597,3
156598,2
156599,1
156600,2
156601,2
156602,2
156603,3
156604,3
156605,3
156606,3
156607,2
156608,2
156609,2
156610,2
156611,2
156612,2
156613,2
156614,2
156615,2
156616,2
156617,2
156618,2
156619,2
156620,2
156621,2
156622,2
156623,2
156624,2
156625,2
156626,2
156627,2
156628,2
156629,2
156630,2
156631,2
156632,2
156633,2
156634,2
156635,2
156636,2
156637,2
156638,2
156639,2
156640,2
156641,2
156642,2
156643,2
156644,2
156645,2
156646,2
156647,2
156648,2
156649,2
156650,1
156651,1
156652,1
156653,2
156654,1
156655,2
156656,2
156657,2
156658,2
156659,2
156660,2
156661,2
156662,2
156663,2
156664,2
156665,2
156666,2
156667,2
156668,2
156669,2
156670,2
156671,2
156672,2
156673,1
156674,1
156675,1
156676,1
156677,2
156678,2
156679,2
156680,2
156681,2
156682,2
156683,2
156684,1
156685,1
156686,0
156687,0
156688,0
156689,0
156690,0
156691,0
156692,2
156693,2
156694,2
156695,2
156696,2
156697,2
156698,2
156699,2
156700,3
156701,2
156702,2
156703,2
156704,2
156705,2
156706,2
156707,2
156708,2
156709,2
156710,2
156711,2
156712,2
156713,2
156714,2
156715,2
156716,2
156717,2
156718,2
156719,2
156720,2
156721,2
156722,2
156723,1
156724,2
156725,2
156726,2
156727,2
156728,2
156729,1
156730,2
156731,2
156732,2
156733,2
156734,2
156735,2
156736,2
156737,2
156738,2
156739,2
156740,2
156741,2
156742,2
156743,1
156744,2
156745,1
156746,1
156747,1
156748,1
156749,1
156750,2
156751,2
156752,2
156753,2
156754,1
156755,1
156756,1
156757,2
156758,2
156759,1
156760,1
156761,2
156762,2
156763,2
156764,3
156765,3
156766,3
156767,2
156768,2
156769,2
156770,3
156771,2
156772,3
156773,2
156774,3
156775,3
156776,2
156777,3
156778,3
156779,2
156780,3
156781,3
156782,2
156783,2
156784,1
156785,2
156786,2
156787,2
156788,2
156789,3
156790,3
156791,3
156792,3
156793,2
156794,2
156795,2
156796,2
156797,2
156798,2
156799,3
156800,3
156801,2
156802,2
156803,3
156804,2
156805,2
156806,2
156807,2
156808,2
156809,2
156810,2
156811,2
156812,0
156813,1
156814,2
156815,1
156816,2
156817,0
156818,1
156819,0
156820,2
156821,2
156822,2
156823,2
156824,2
156825,2
156826,2
156827,2
156828,2
156829,2
156830,3
156831,3
156832,3
156833,3
156834,3
156835,3
156836,3
156837,3
156838,3
156839,3
156840,2
156841,3
156842,3
156843,3
156844,1
156845,1
156846,1
156847,1
156848,3
156849,3
156850,2
156851,2
156852,2
156853,2
156854,2
156855,2
156856,2
156857,2
156858,1
156859,2
156860,2
156861,2
156862,2
156863,2
156864,2
156865,2
156866,2
156867,2
156868,2
156869,1
156870,1
156871,1
156872,4
156873,4
156874,4
156875,2
156876,1
156877,1
156878,2
156879,2
156880,1
156881,1
156882,1
156883,2
156884,1
156885,2
156886,1
156887,1
156888,2
156889,2
156890,2
156891,2
156892,2
156893,3
156894,3
156895,2
156896,2
156897,2
156898,2
156899,2
156900,2
156901,3
156902,3
156903,2
156904,3
156905,2
156906,2
156907,2
156908,2
156909,2
156910,2
156911,2
156912,2
156913,2
156914,2
156915,2
156916,2
156917,2
156918,2
156919,3
156920,2
156921,2
156922,2
156923,2
156924,2
156925,2
156926,2
156927,2
156928,2
156929,2
156930,2
156931,2
156932,2
156933,2
156934,2
156935,2
156936,2
156937,2
156938,2
156939,2
156940,2
156941,2
156942,2
156943,2
156944,2
156945,2
156946,2
156947,2
156948,2
156949,2
156950,2
156951,2
156952,2
156953,2
156954,2
156955,1
156956,2
156957,1
156958,1
156959,3
156960,3
156961,2
156962,2
156963,2
156964,2
156965,2
156966,2
156967,2
156968,2
156969,2
156970,2
156971,2
156972,2
156973,2
156974,2
156975,2
156976,2
156977,2
156978,2
156979,2
156980,2
156981,2
156982,2
156983,2
156984,3
156985,3
156986,2
156987,3
156988,3
156989,2
156990,2
156991,2
156992,2
156993,3
156994,2
156995,3
156996,3
156997,3
156998,2
156999,3
157000,3
157001,3
157002,3
157003,2
157004,2
157005,2
157006,2
157007,2
157008,2
157009,2
157010,2
157011,2
157012,2
157013,2
157014,2
157015,2
157016,1
157017,1
157018,2
157019,2
157020,2
157021,2
157022,1
157023,1
157024,1
157025,1
157026,1
157027,2
157028,2
157029,1
157030,2
157031,2
157032,1
157033,2
157034,2
157035,1
157036,2
157037,2
157038,4
157039,4
157040,4
157041,2
157042,2
157043,2
157044,2
157045,2
157046,2
157047,3
157048,2
157049,2
157050,2
157051,1
157052,3
157053,3
157054,2
157055,2
157056,2
157057,2
157058,2
157059,2
157060,2
157061,2
157062,2
157063,2
157064,3
157065,4
157066,2
157067,3
157068,3
157069,3
157070,2
157071,2
157072,2
157073,2
157074,2
157075,2
157076,2
157077,2
157078,2
157079,2
157080,2
157081,2
157082,0
157083,2
157084,2
157085,2
157086,3
157087,2
157088,2
157089,2
157090,2
157091,2
157092,2
157093,2
157094,2
157095,2
157096,2
157097,2
157098,0
157099,0
157100,0
157101,0
157102,0
157103,2
157104,2
157105,2
157106,2
157107,2
157108,2
157109,2
157110,2
157111,2
157112,2
157113,2
157114,3
157115,3
157116,2
157117,2
157118,2
157119,2
157120,2
157121,2
157122,2
157123,2
157124,2
157125,3
157126,2
157127,4
157128,2
157129,4
157130,2
157131,2
157132,2
157133,1
157134,2
157135,2
157136,2
157137,2
157138,2
157139,2
157140,2
157141,2
157142,2
157143,2
157144,2
157145,2
157146,2
157147,2
157148,2
157149,2
157150,2
157151,2
157152,2
157153,2
157154,2
157155,2
157156,2
157157,2
157158,2
157159,2
157160,2
157161,2
157162,2
157163,2
157164,2
157165,2
157166,2
157167,2
157168,2
157169,2
157170,2
157171,2
157172,2
157173,2
157174,2
157175,2
157176,2
157177,2
157178,2
157179,2
157180,2
157181,2
157182,2
157183,2
157184,2
157185,2
157186,2
157187,2
157188,2
157189,2
157190,2
157191,2
157192,2
157193,2
157194,2
157195,2
157196,2
157197,2
157198,2
157199,2
157200,2
157201,2
157202,2
157203,3
157204,3
157205,3
157206,2
157207,3
157208,3
157209,2
157210,2
157211,2
157212,2
157213,2
157214,2
157215,2
157216,3
157217,3
157218,3
157219,1
157220,2
157221,3
157222,3
157223,2
157224,2
157225,2
157226,3
157227,3
157228,2
157229,2
157230,3
157231,3
157232,2
157233,2
157234,2
157235,2
157236,2
157237,2
157238,2
157239,1
157240,1
157241,2
157242,3
157243,3
157244,2
157245,2
157246,2
157247,2
157248,2
157249,2
157250,2
157251,2
157252,3
157253,2
157254,2
157255,2
157256,2
157257,2
157258,2
157259,2
157260,2
157261,2
157262,2
157263,2
157264,2
157265,2
157266,2
157267,2
157268,2
157269,2
157270,3
157271,2
157272,3
157273,2
157274,1
157275,2
157276,2
157277,2
157278,2
157279,2
157280,2
157281,2
157282,2
157283,2
157284,2
157285,2
157286,2
157287,3
157288,2
157289,4
157290,2
157291,2
157292,2
157293,2
157294,2
157295,2
157296,2
157297,4
157298,4
157299,4
157300,4
157301,2
157302,2
157303,2
157304,2
157305,2
157306,2
157307,3
157308,2
157309,2
157310,2
157311,2
157312,2
157313,4
157314,2
157315,2
157316,2
157317,2
157318,2
157319,2
157320,2
157321,2
157322,2
157323,2
157324,2
157325,2
157326,2
157327,1
157328,1
157329,2
157330,2
157331,3
157332,2
157333,2
157334,2
157335,3
157336,1
157337,1
157338,2
157339,1
157340,2
157341,0
157342,0
157343,2
157344,2
157345,1
157346,2
157347,2
157348,2
157349,2
157350,2
157351,2
157352,2
157353,2
157354,2
157355,2
157356,0
157357,0
157358,0
157359,0
157360,1
157361,1
157362,1
157363,2
157364,2
157365,2
157366,2
157367,2
157368,2
157369,2
157370,2
157371,2
157372,2
157373,2
157374,2
157375,2
157376,2
157377,2
157378,2
157379,0
157380,2
157381,0
157382,2
157383,2
157384,2
157385,2
157386,2
157387,2
157388,2
157389,2
157390,2
157391,2
157392,2
157393,2
157394,2
157395,2
157396,2
157397,2
157398,2
157399,2
157400,2
157401,2
157402,2
157403,2
157404,2
157405,2
157406,2
157407,2
157408,2
157409,2
157410,1
157411,2
157412,2
157413,2
157414,2
157415,2
157416,2
157417,2
157418,2
157419,2
157420,2
157421,2
157422,2
157423,2
157424,2
157425,2
157426,2
157427,2
157428,2
157429,2
157430,2
157431,2
157432,2
157433,2
157434,2
157435,2
157436,2
157437,2
157438,2
157439,2
157440,2
157441,2
157442,4
157443,4
157444,2
157445,2
157446,2
157447,2
157448,2
157449,2
157450,2
157451,2
157452,2
157453,2
157454,2
157455,2
157456,2
157457,2
157458,2
157459,2
157460,2
157461,2
157462,2
157463,2
157464,2
157465,2
157466,2
157467,1
157468,1
157469,2
157470,2
157471,2
157472,3
157473,3
157474,3
157475,2
157476,2
157477,2
157478,2
157479,2
157480,2
157481,2
157482,2
157483,2
157484,2
157485,2
157486,3
157487,3
157488,2
157489,2
157490,2
157491,2
157492,2
157493,2
157494,2
157495,2
157496,2
157497,2
157498,2
157499,2
157500,2
157501,2
157502,2
157503,3
157504,2
157505,3
157506,3
157507,2
157508,2
157509,2
157510,2
157511,2
157512,2
157513,2
157514,2
157515,2
157516,2
157517,2
157518,2
157519,2
157520,2
157521,2
157522,2
157523,2
157524,2
157525,2
157526,2
157527,2
157528,2
157529,2
157530,1
157531,2
157532,2
157533,2
157534,2
157535,2
157536,1
157537,1
157538,1
157539,1
157540,1
157541,3
157542,3
157543,3
157544,2
157545,2
157546,2
157547,2
157548,2
157549,2
157550,2
157551,2
157552,2
157553,2
157554,2
157555,2
157556,2
157557,2
157558,2
157559,2
157560,2
157561,2
157562,2
157563,2
157564,2
157565,2
157566,4
157567,2
157568,2
157569,2
157570,2
157571,2
157572,2
157573,2
157574,2
157575,2
157576,2
157577,2
157578,2
157579,2
157580,2
157581,2
157582,2
157583,2
157584,2
157585,2
157586,0
157587,0
157588,0
157589,2
157590,2
157591,0
157592,0
157593,1
157594,1
157595,2
157596,2
157597,2
157598,2
157599,2
157600,2
157601,2
157602,2
157603,2
157604,2
157605,2
157606,2
157607,2
157608,3
157609,2
157610,3
157611,3
157612,3
157613,3
157614,2
157615,2
157616,3
157617,3
157618,3
157619,3
157620,3
157621,4
157622,2
157623,1
157624,1
157625,1
157626,1
157627,1
157628,2
157629,2
157630,2
157631,1
157632,2
157633,2
157634,1
157635,1
157636,1
157637,1
157638,1
157639,2
157640,2
157641,2
157642,1
157643,2
157644,1
157645,1
157646,1
157647,2
157648,2
157649,2
157650,2
157651,2
157652,2
157653,2
157654,2
157655,1
157656,1
157657,2
157658,2
157659,2
157660,3
157661,2
157662,2
157663,3
157664,3
157665,3
157666,3
157667,2
157668,2
157669,2
157670,2
157671,2
157672,2
157673,2
157674,2
157675,2
157676,2
157677,2
157678,2
157679,2
157680,2
157681,2
157682,2
157683,2
157684,2
157685,3
157686,2
157687,2
157688,3
157689,2
157690,3
157691,2
157692,2
157693,2
157694,2
157695,2
157696,2
157697,2
157698,2
157699,2
157700,2
157701,2
157702,1
157703,2
157704,2
157705,2
157706,2
157707,2
157708,2
157709,2
157710,2
157711,2
157712,2
157713,2
157714,2
157715,2
157716,2
157717,2
157718,2
157719,2
157720,2
157721,3
157722,3
157723,2
157724,2
157725,2
157726,2
157727,3
157728,3
157729,3
157730,1
157731,1
157732,1
157733,2
157734,2
157735,2
157736,2
157737,2
157738,2
157739,2
157740,2
157741,2
157742,2
157743,2
157744,2
157745,2
157746,3
157747,3
157748,2
157749,2
157750,4
157751,4
157752,2
157753,2
157754,2
157755,4
157756,1
157757,3
157758,2
157759,2
157760,3
157761,1
157762,2
157763,2
157764,2
157765,4
157766,4
157767,3
157768,3
157769,3
157770,2
157771,2
157772,3
157773,3
157774,2
157775,3
157776,3
157777,3
157778,4
157779,2
157780,4
157781,4
157782,4
157783,4
157784,4
157785,4
157786,2
157787,2
157788,2
157789,2
157790,2
157791,2
157792,3
157793,2
157794,3
157795,2
157796,3
157797,2
157798,2
157799,2
157800,2
157801,2
157802,2
157803,2
157804,2
157805,2
157806,2
157807,3
157808,2
157809,2
157810,3
157811,2
157812,3
157813,3
157814,3
157815,3
157816,3
157817,2
157818,3
157819,3
157820,3
157821,2
157822,2
157823,2
157824,2
157825,2
157826,2
157827,2
157828,2
157829,2
157830,2
157831,2
157832,2
157833,2
157834,2
157835,2
157836,2
157837,2
157838,2
157839,2
157840,2
157841,4
157842,1
157843,2
157844,2
157845,2
157846,2
157847,2
157848,2
157849,4
157850,4
157851,4
157852,4
157853,4
157854,2
157855,3
157856,3
157857,3
157858,3
157859,2
157860,2
157861,2
157862,2
157863,3
157864,2
157865,2
157866,2
157867,2
157868,2
157869,2
157870,2
157871,2
157872,2
157873,2
157874,2
157875,3
157876,2
157877,2
157878,2
157879,4
157880,2
157881,2
157882,2
157883,2
157884,2
157885,1
157886,1
157887,1
157888,2
157889,1
157890,2
157891,2
157892,2
157893,4
157894,4
157895,3
157896,3
157897,3
157898,3
157899,3
157900,3
157901,3
157902,4
157903,4
157904,4
157905,2
157906,2
157907,2
157908,3
157909,3
157910,2
157911,4
157912,4
157913,2
157914,2
157915,2
157916,2
157917,4
157918,4
157919,4
157920,4
157921,2
157922,2
157923,2
157924,2
157925,2
157926,2
157927,3
157928,3
157929,2
157930,2
157931,2
157932,3
157933,3
157934,3
157935,2
157936,1
157937,1
157938,1
157939,2
157940,2
157941,1
157942,1
157943,1
157944,1
157945,1
157946,2
157947,2
157948,2
157949,2
157950,2
157951,2
157952,2
157953,2
157954,2
157955,2
157956,3
157957,2
157958,2
157959,2
157960,3
157961,3
157962,3
157963,3
157964,2
157965,2
157966,2
157967,2
157968,1
157969,2
157970,1
157971,1
157972,1
157973,1
157974,2
157975,2
157976,2
157977,2
157978,2
157979,2
157980,2
157981,2
157982,2
157983,2
157984,2
157985,2
157986,2
157987,2
157988,2
157989,2
157990,2
157991,2
157992,2
157993,2
157994,2
157995,2
157996,2
157997,2
157998,2
157999,2
158000,2
158001,2
158002,2
158003,2
158004,2
158005,1
158006,2
158007,2
158008,2
158009,2
158010,2
158011,1
158012,2
158013,2
158014,2
158015,2
158016,1
158017,1
158018,1
158019,1
158020,2
158021,2
158022,2
158023,1
158024,0
158025,2
158026,0
158027,0
158028,2
158029,2
158030,2
158031,2
158032,2
158033,2
158034,2
158035,2
158036,2
158037,2
158038,3
158039,3
158040,3
158041,3
158042,2
158043,2
158044,2
158045,2
158046,2
158047,2
158048,2
158049,2
158050,2
158051,3
158052,1
158053,2
158054,2
158055,2
158056,2
158057,2
158058,2
158059,2
158060,1
158061,1
158062,1
158063,1
158064,3
158065,4
158066,1
158067,1
158068,1
158069,2
158070,0
158071,0
158072,0
158073,0
158074,2
158075,2
158076,3
158077,3
158078,3
158079,2
158080,3
158081,2
158082,3
158083,2
158084,2
158085,2
158086,2
158087,3
158088,3
158089,3
158090,3
158091,2
158092,2
158093,2
158094,2
158095,2
158096,2
158097,2
158098,2
158099,2
158100,2
158101,2
158102,2
158103,2
158104,4
158105,2
158106,2
158107,4
158108,4
158109,2
158110,2
158111,2
158112,3
158113,2
158114,2
158115,3
158116,2
158117,1
158118,1
158119,2
158120,1
158121,1
158122,2
158123,1
158124,2
158125,2
158126,2
158127,2
158128,2
158129,3
158130,4
158131,4
158132,4
158133,4
158134,4
158135,4
158136,4
158137,4
158138,4
158139,3
158140,2
158141,2
158142,2
158143,2
158144,2
158145,2
158146,2
158147,2
158148,2
158149,2
158150,3
158151,2
158152,3
158153,2
158154,2
158155,2
158156,2
158157,2
158158,2
158159,2
158160,2
158161,2
158162,2
158163,2
158164,2
158165,2
158166,2
158167,3
158168,3
158169,3
158170,3
158171,2
158172,3
158173,2
158174,3
158175,2
158176,3
158177,3
158178,2
158179,2
158180,2
158181,2
158182,2
158183,2
158184,2
158185,2
158186,2
158187,2
158188,2
158189,2
158190,2
158191,2
158192,2
158193,4
158194,4
158195,3
158196,3
158197,2
158198,3
158199,3
158200,2
158201,4
158202,4
158203,4
158204,2
158205,2
158206,2
158207,3
158208,3
158209,3
158210,2
158211,2
158212,2
158213,2
158214,2
158215,2
158216,2
158217,2
158218,2
158219,3
158220,2
158221,2
158222,2
158223,2
158224,2
158225,2
158226,2
158227,2
158228,2
158229,2
158230,2
158231,2
158232,2
158233,2
158234,2
158235,2
158236,2
158237,2
158238,2
158239,2
158240,2
158241,2
158242,2
158243,2
158244,3
158245,2
158246,2
158247,2
158248,2
158249,2
158250,2
158251,1
158252,2
158253,2
158254,2
158255,1
158256,1
158257,2
158258,2
158259,2
158260,2
158261,2
158262,2
158263,2
158264,4
158265,4
158266,2
158267,2
158268,3
158269,3
158270,2
158271,2
158272,2
158273,3
158274,3
158275,2
158276,2
158277,2
158278,2
158279,2
158280,0
158281,2
158282,2
158283,2
158284,2
158285,0
158286,2
158287,2
158288,2
158289,2
158290,2
158291,0
158292,0
158293,1
158294,1
158295,1
158296,2
158297,1
158298,1
158299,1
158300,2
158301,2
158302,2
158303,2
158304,1
158305,1
158306,2
158307,2
158308,2
158309,3
158310,3
158311,3
158312,3
158313,2
158314,3
158315,3
158316,3
158317,3
158318,2
158319,2
158320,2
158321,2
158322,2
158323,2
158324,2
158325,3
158326,2
158327,2
158328,2
158329,2
158330,2
158331,2
158332,1
158333,1
158334,2
158335,1
158336,2
158337,2
158338,4
158339,3
158340,3
158341,2
158342,2
158343,3
158344,2
158345,3
158346,3
158347,3
158348,2
158349,3
158350,3
158351,3
158352,3
158353,3
158354,2
158355,2
158356,2
158357,3
158358,2
158359,1
158360,1
158361,2
158362,2
158363,2
158364,2
158365,1
158366,1
158367,2
158368,2
158369,2
158370,2
158371,1
158372,2
158373,2
158374,2
158375,2
158376,2
158377,2
158378,2
158379,0
158380,0
158381,2
158382,0
158383,0
158384,0
158385,1
158386,2
158387,2
158388,2
158389,2
158390,2
158391,2
158392,2
158393,2
158394,2
158395,2
158396,2
158397,2
158398,2
158399,2
158400,2
158401,2
158402,2
158403,2
158404,2
158405,2
158406,2
158407,2
158408,2
158409,2
158410,2
158411,2
158412,2
158413,2
158414,4
158415,2
158416,2
158417,2
158418,2
158419,2
158420,2
158421,2
158422,2
158423,2
158424,2
158425,2
158426,2
158427,1
158428,2
158429,1
158430,1
158431,1
158432,3
158433,2
158434,3
158435,3
158436,2
158437,2
158438,3
158439,2
158440,2
158441,2
158442,3
158443,2
158444,2
158445,2
158446,2
158447,3
158448,2
158449,2
158450,2
158451,2
158452,2
158453,2
158454,2
158455,2
158456,2
158457,2
158458,2
158459,0
158460,0
158461,0
158462,2
158463,2
158464,2
158465,2
158466,2
158467,2
158468,0
158469,2
158470,2
158471,2
158472,2
158473,2
158474,2
158475,2
158476,2
158477,2
158478,2
158479,2
158480,2
158481,2
158482,2
158483,2
158484,1
158485,2
158486,1
158487,2
158488,2
158489,2
158490,2
158491,2
158492,2
158493,2
158494,3
158495,3
158496,3
158497,2
158498,3
158499,3
158500,3
158501,3
158502,3
158503,2
158504,0
158505,0
158506,2
158507,0
158508,0
158509,2
158510,2
158511,2
158512,2
158513,2
158514,2
158515,2
158516,2
158517,2
158518,1
158519,2
158520,2
158521,2
158522,2
158523,2
158524,2
158525,2
158526,2
158527,2
158528,2
158529,2
158530,2
158531,2
158532,3
158533,2
158534,3
158535,2
158536,2
158537,2
158538,2
158539,2
158540,2
158541,2
158542,2
158543,2
158544,2
158545,2
158546,2
158547,2
158548,2
158549,2
158550,2
158551,2
158552,2
158553,2
158554,1
158555,2
158556,2
158557,2
158558,2
158559,2
158560,2
158561,3
158562,2
158563,1
158564,1
158565,1
158566,1
158567,2
158568,2
158569,2
158570,2
158571,2
158572,1
158573,1
158574,2
158575,2
158576,2
158577,1
158578,1
158579,1
158580,1
158581,2
158582,1
158583,3
158584,2
158585,3
158586,2
158587,2
158588,2
158589,2
158590,2
158591,3
158592,3
158593,3
158594,3
158595,2
158596,2
158597,4
158598,2
158599,4
158600,4
158601,4
158602,2
158603,2
158604,2
158605,2
158606,2
158607,2
158608,2
158609,2
158610,2
158611,2
158612,2
158613,2
158614,2
158615,2
158616,2
158617,2
158618,2
158619,2
158620,2
158621,2
158622,2
158623,2
158624,2
158625,2
158626,2
158627,2
158628,2
158629,2
158630,2
158631,2
158632,2
158633,2
158634,2
158635,3
158636,2
158637,3
158638,3
158639,3
158640,2
158641,2
158642,2
158643,2
158644,2
158645,2
158646,2
158647,3
158648,3
158649,3
158650,2
158651,2
158652,3
158653,1
158654,1
158655,1
158656,2
158657,2
158658,2
158659,2
158660,2
158661,2
158662,2
158663,2
158664,1
158665,1
158666,2
158667,1
158668,2
158669,2
158670,2
158671,2
158672,2
158673,2
158674,2
158675,2
158676,3
158677,3
158678,2
158679,3
158680,2
158681,2
158682,2
158683,2
158684,2
158685,1
158686,1
158687,1
158688,4
158689,4
158690,3
158691,2
158692,2
158693,2
158694,2
158695,2
158696,2
158697,3
158698,2
158699,2
158700,2
158701,2
158702,3
158703,2
158704,2
158705,2
158706,2
158707,1
158708,1
158709,3
158710,3
158711,3
158712,2
158713,2
158714,2
158715,2
158716,3
158717,3
158718,2
158719,2
158720,2
158721,2
158722,2
158723,2
158724,2
158725,2
158726,2
158727,2
158728,2
158729,2
158730,2
158731,2
158732,1
158733,2
158734,0
158735,2
158736,2
158737,2
158738,2
158739,2
158740,2
158741,1
158742,1
158743,1
158744,1
158745,2
158746,2
158747,2
158748,2
158749,2
158750,2
158751,2
158752,2
158753,4
158754,4
158755,4
158756,4
158757,4
158758,2
158759,2
158760,4
158761,1
158762,4
158763,3
158764,2
158765,2
158766,2
158767,2
158768,2
158769,2
158770,2
158771,2
158772,2
158773,2
158774,2
158775,2
158776,2
158777,2
158778,2
158779,2
158780,2
158781,2
158782,3
158783,3
158784,3
158785,3
158786,4
158787,2
158788,2
158789,2
158790,2
158791,2
158792,2
158793,2
158794,1
158795,1
158796,2
158797,1
158798,1
158799,1
158800,1
158801,2
158802,2
158803,2
158804,2
158805,2
158806,2
158807,2
158808,2
158809,2
158810,1
158811,1
158812,1
158813,1
158814,1
158815,1
158816,1
158817,1
158818,1
158819,2
158820,2
158821,0
158822,0
158823,4
158824,2
158825,4
158826,4
158827,4
158828,4
158829,4
158830,4
158831,2
158832,4
158833,3
158834,2
158835,3
158836,2
158837,2
158838,2
158839,3
158840,3
158841,3
158842,2
158843,2
158844,3
158845,2
158846,3
158847,2
158848,3
158849,2
158850,3
158851,3
158852,3
158853,2
158854,3
158855,3
